codigo,componente,titulo original,titulo leigo,CIDS10 possíveis,CID10 mais frequente,definição,critérios de inclusão,critérios de exclusão,considerar,nota,
Y28,1,Limitação funcional/incapacidade,Limitação funcional/incapacidade,"Z73.6, Z90.7",Z73.6,limitação funcional/ incapacidade devido a problema no aparelho reprodutor masculino (inclui mama),,"disfunção sexual P07,P08",,Os quadros COOP/WONCA permitem codificar o estado funcional do paciente,Os quadros COOP/WONCA permitem codificar o estado funcional do paciente (ver Capítulo 8).
Y29,1,"Sinais/sintomas, outros","Sinais/sintomas, outros","N50.8, N50.9",N50,,,,,(ver Capítulo 8).,
Y70,7,Sífilis masculina,Sífilis masculina,"A50, A51, A52, A53, A65",A53,"evidência de Treponema pallidum ao microscópio, ou teste sorológico positivo para a sífilis",sífilis qualquer que seja a sua localização,,,,
Y71,7,Gonorréia masculina,Gonorréia masculina,A54,A54,corrimento uretral ou retal com demonstração de diplococos intracelulares gram-negativos ou cultura positiva de Neisseria gonorréia,gonorréia qualquer que seja a sua localização,,uretrite U72; secreção uretral Y03,,
Y72,7,Herpes genital,Herpes genital,A60,A60.0,pequenas vesículas de aparência e localização características que evoluem para úlceras dolorosas e crostas,herpes anogenital; herpes genital masculino,,,,
Y73,7,Prostatite/vesiculite seminal,Prostatite/vesiculite seminal,"A59.0, N41, N49.0",N41,próstata ou vesículas seminais sensíveis à palpação e análises à urina compatíveis com inflamação,,,,,
Y74,7,Orquite/epididimite,Orquite/epididimite,"A56.1, N45",N45,"edema e sensibilidade dos testículos ou epidídimo e ausência de uma etiologia específica (caxumba, gonorréia, tuberculose, trauma, ou torção)",,caxumba D71; tuberculose R70; gonorréia Y71; torção dos testículos Y99,sintomas dos testículos Y05,,
Y75,7,Balanite/ Balanopostite,Balanite/ Balanopostite,"A63.8, B37.4, N48.1",N48.1,sinais de inflamação do prepúcio ou glande,candidíase,"sífilis Y70, gonorréia Y71, herpes Y72, escabiose S73",,,
Y76,7,Condiloma acuminado,Condiloma acuminado,A63.0,A63.0,"aparência característica de lesões, ou aparência histológica característica",verrugas venéreas; infecção do vírus papiloma humano,,,,
Y77,7,Neoplasia maligna da próstata,Câncer da próstata,C61,C61,aparência histológica característica,,,neoplasia benigna/incerta (quando não há dados histológicos disponíveis) Y79,,
Y78,7,"Neoplasia maligna genital masculina, outra",Câncer de testículo/ genital masculino,"C50, C60, C62, C63",C63,aparência histológica característica,"testículos, seminoma, carcinoma masculino da mama",,neoplasia benigna/incerta (quando não há dados histológicos disponíveis) Y79,,
Y79,7,Neoplasia benigna genital masculina NE,Tumor benigno genital masculino NE,"D05, D07.4, D07.5, D07.6, D24, D29, D40, D48.6",D40,,"neoplasia genital benigna, neoplasia genital não especificada como benigna ou maligna ou quando a histologia não está disponível, neoplasia benigna na mama masculina, carcinoma in-situ",hipertrofia prostática Y85,,,
Y80,7,"Traumatismo genital masculino, outro",Circuncisão/ traumatismo genital masculino,"S30.2, S31.2, S31.3, S31.5, S38.0, S38.2, S39.8, S39.9, T28.3, T28.8, Z41.2",S31.5,,circuncisão,,,,
Y81,7,Fimose/prepúcio redundante,Fimose/prepúcio redundante,N47,N47,"prepúcio redundante: comprimento excessivo do prepúcio, com incapacidade de retração sobre a glande",parafimose,,,,
Y82,7,Hipospádias,Hipospádias,Q54,Q54,,,,,,
Y83,7,Testículo não descido/ Criptorquidia/ Testículo ectópico,Testículo não descido/ Criptorquidia/ Testículo ectópico,Q53,Q53,"o testículo nunca foi observado no escroto, o testículo não é palpável no escroto",criptorquidia,testículo retrátil Y05,,,
Y84,7,"Malformação genital congénita masculina, outra","Malformação genital congênita masculina, outra","Q55, Q56, Q83",Q55,,hermafroditismo,,,,
Y85,7,Hipertrofia benigna da próstata/ hiperplasia prostática benigna,Hipertrofia benigna da próstata/ hiperplasia prostática benigna,N40,N40,"próstata aumentada, lisa, dura, revelada por palpação, cistoscopia, ou imagiologia, sem sinais de carcinoma prostático",fibroma; hiperplasia; barra mediana prostática; obstrução da próstata; prostatomegalia,,"sintomas, sinais da micção U01 a U05; retenção da urina U08",,
Y86,7,Hidrocele,Hidrocele,"N43.0, N43.1, N43.2, N43.3",N43.3,"tumefação flutuante não dolorosa, na zona dos testículos ou do cordão espermático com transiluminação da tumefação ou evidência imagiológica",,,sinais/sintomas do escroto ou dos testículos U05,,
Y99,7,"Doença genital masculina, outra","Doença genital masculina, outra","A55, A56.1, A56.3, A56.4, A56.8, A57, A58, A63.8, N42.0, N42.1, N42.2, N42.8, N42.9, N43.4, N44, N48.0, N48.2, N48.5, N48.6, N48.8, N48.9, N49.1, N49.2, N49.8, N49.9, N50.0, N50.1, N50.8, N50.9, N51, N64.8, N64.9, Z90.7",N50,,doença da mama masculina; cisto epididimal; espermatocele; torção do testículo; outra doença dos genitais masculinos NE,doença sexualmente transmissível NE A78; ginecomastia Y16; carcinoma da mama masculina Y78,,,
Z01,1,Pobreza/problemas econômicos,Pobreza/problemas econômicos,"Z59.5, Z59.6, Z59.7, Z59.8, Z59.9",Z59.6,,,,,"Problemas com as condições de vida exigem a manifestação de preocupação por parte do paciente, assim como o reconhecimento da existência do problema e um desejo de ajuda. Quaisquer que sejam as condições de vida objetivas do paciente, este pode considerá-las um problema. Classificar estes problemas exige uma percepção clara das diferenças além de um bom julgamento do indivíduo.",
Z02,1,Problemas relacionados a água/alimentação,Problemas relacionados a água/alimentação,"Z58.6, Z59.4",Z59.4,,,,,"Problemas com as condições de vida exigem a manifestação de preocupação por parte do paciente, assim como o reconhecimento da existência do problema e um desejo de ajuda. Quaisquer que sejam as condições de vida objetivas do paciente, este pode considerá-las um problema. Classificar estes problemas exige uma percepção clara das diferenças além de um bom julgamento do indivíduo.",
Z03,1,Problemas de habitação/vizinhança,Problemas de habitação/vizinhança,"Z59.0, Z59.1, Z59.2, Z59.3, Z59.8, Z59.9",Z59,,,,,"Problemas com as condições de vida exigem a manifestação de preocupação por parte do paciente, assim como o reconhecimento da existência do problema e um desejo de ajuda. Quaisquer que sejam as condições de vida objetivas do paciente, este pode considerá-las um problema. Classificar estes problemas exige uma percepção clara das diferenças além de um bom julgamento do indivíduo.",
Z04,1,Problema socio-cultural,Problema socio-cultural,"Z60.1, Z60.2, Z60.3, Z60.4, Z60.5, Z60.8, Z60.9",Z60,,gravidez ilegítima,gravidez indesejada W79,,"Problemas com as condições de vida exigem a manifestação de preocupação por parte do paciente, assim como o reconhecimento da existência do problema e um desejo de ajuda. Quaisquer que sejam as condições de vida objetivas do paciente, este pode considerá-las um problema. Classificar estes problemas exige uma percepção clara das diferenças além de um bom julgamento do indivíduo.",
Z05,1,Problemas com condições de trabalho,Problemas com condições de trabalho,"Z56.1, Z56.2, Z56.3, Z56.4, Z56.5, Z56.6, Z56.7, Z57",Z56.7,,,,,"Problemas com as condições de vida exigem a manifestação de preocupação por parte do paciente, assim como o reconhecimento da existência do problema e um desejo de ajuda. Quaisquer que sejam as condições de vida objetivas do paciente, este pode considerá-las um problema. Classificar estes problemas exige uma percepção clara das diferenças além de um bom julgamento do indivíduo.",
Z06,1,Problemas de desemprego,Problemas de desemprego,Z56.0,Z56.0,,,problemas decorrentes de inovações e mudanças P25,,"Problemas relacionados com o desemprego exigem a manifestação de preocupação por parte do paciente, assim como o reconhecimento da existência do problema e um desejo de ajuda. Quaisquer que sejam as condições de emprego/desemprego objetivas do paciente, este pode considerá-las um problema. Classificar estes problemas exige uma percepção clara das diferenças além de um bom julgamento do indivíduo.",
Z07,1,Problemas relacionados com educação,Problemas relacionados com educação,Z55,Z55,,analfabetismo,,,"Problemas relacionados com a educação exigem a manifestação de preocupação por parte do paciente, assim como o reconhecimento da existência do problema e um desejo de ajuda. Quaisquer que sejam as qualificações do paciente, este pode considerá-las um problema. Classificar estes problemas exige uma percepção clara das diferenças além de um bom julgamento do indivíduo.",
Z08,1,Problema relacionado com sistema de segurança social,Problema relacionado com sistema de segurança social,Z59.7,Z59.7,,,,,"Problemas com o sistema de segurança social exigem a manifestação de preocupação por parte do paciente, assim como o reconhecimento da existência do problema e um desejo de ajuda. Quaisquer que sejam as condições de segurança social objetivas do paciente, este pode considerá-las um problema. Classificar estes problemas exige uma percepção clara das diferenças além de um bom julgamento do indivíduo.",
Z09,1,Problema de ordem legal,Problema de ordem legal,"Z65.0, Z65.1, Z65.2, Z65.3",Z65.3,,,,,"Problemas legais ou jurídicos exigem a manifestação de preocupação por parte do paciente, assim como o reconhecimento da existência do problema e um desejo de ajuda. Quaisquer que sejam as questões legais objetivas do paciente, este pode considerá-las um problema. Classificar estes problemas exige uma percepção clara das diferenças além de um bom julgamento do indivíduo.",
Z10,1,Problema relacionado com sistema de saúde,Problema relacionado com sistema de saúde,"Z64.4, Z75",Z75,,,,,"Problemas com o sistema de saúde exigem a manifestação de preocupação por parte do paciente, assim como o reconhecimento da existência do problema e um desejo de ajuda. Quaisquer que sejam as condições do sistema de saúde objetivas, o paciente pode considerá-las um problema. Classificar estes problemas exige uma percepção clara das diferenças além de um bom julgamento do indivíduo.",
Z11,1,Problema relacionado com estar doente,Problema relacionado com estar doente,Z75,Z75,,má aceitação,,,O diagnóstico de problemas sociais decorrentes do fato de se estar doente requer o reconhecimento por parte do paciente da existência do problema e um desejo de ajuda.,
Z12,1,Problema de relacionamento com parceiro/ conjugal,Problema de relacionamento com parceiro/ conjugal,"T74.0, T74.3, Z63.0",Z63.0,,abuso emocional,abuso físico Z25,,O diagnóstico de problemas relacionais entre parceiros requer o reconhecimento por parte do paciente da existência do problema e um desejo de ajuda.,
Z13,1,Problema comportamental do parceiro/  companheiro,Problema comportamental do parceiro/  companheiro,Z63.0,Z63.0,,"infidelidade, abuso físico",,,O diagnóstico de problemas decorrentes do comportamento do parceiro requer o reconhecimento por parte do paciente da existência do problema e um desejo de ajuda.,
Z14,1,Problema por doença do parceiro/ companheiro,Problema por doença do parceiro/ companheiro,Z63.6,Z63.6,,,,,O diagnóstico de problemas decorrentes de doença de um ou ambos os parceiros requer o reconhecimento por parte do paciente da existência do problema e um desejo de ajuda.,
Z15,1,Perda ou falecimento do parceiro/ companheiro,Perda ou falecimento do parceiro/ companheiro,"Z63.4, Z63.5",Z63.4,,"falecimento, divórcio, separação",,,O diagnóstico de problemas sociais decorrentes da perda ou falecimento do parceiro requer o reconhecimento por parte do paciente da existência do problema e um desejo de ajuda.,
Z16,1,Problema de relacionamento com criança,Problema de relacionamento com criança,"T74.0, T74.3, Z61, Z62, Z63.8",Z62,,abuso emocional,abuso físico Z25,,O diagnóstico de problemas relacionais entre um adulto e uma criança requer o reconhecimento por parte do paciente da existência do problema e um desejo de ajuda,
Z18,1,Problema com criança doente,Problema com criança doente,Z63.6,Z63.6,,,,,O diagnóstico de problemas sociais decorrentes do fato de uma criança estar doente requer o reconhecimento da existência do problema e um desejo de ajuda.,
Z19,1,Perda ou falecimento de criança,Perda ou falecimento de criança,Z63.4,Z63.4,,,,,O diagnóstico de problemas decorrentes da perda ou morte de uma criança da família requer o reconhecimento da existência do problema e um desejo de ajuda.,
Z20,1,Problema de relacionamento com familiares,Problema de relacionamento com familiares,"T74.0, Z63.1, Z63.8",Z63.1,,"pais, irmão(s) adulto(s), outros elementos da família","parceiro Z12, criança Z16, amigo Z24",,O diagnóstico de problemas relacionais entre familiares requer o reconhecimento da existência do problema e um desejo de ajuda.,
Z21,1,Problema comportamental de familiar,Problema comportamental de familiar,"Z63.1, Z63.9",Z63,,,"comportamento da criança P22, adolescente P23, parceiro Z13",,O diagnóstico de problemas decorrentes do comportamento de um elemento da família requer o reconhecimento da existência do problema e um desejo de ajuda.,
Z22,1,Problema por doença familiar,Problema por doença familiar,"Z63.6, Z63.7",Z63.7,,,parceiro doente Z14,,O diagnóstico de problemas decorrentes da doença de um elemento da família requer o reconhecimento da existência do problema e um desejo de ajuda.,
Z23,1,Perda/falecimento de familiar,Perda/falecimento de familiar,Z63.4,Z63.4,,,"perda de uma criança Z19, perda do parceiro Z15",,O diagnóstico de problemas decorrentes da perda ou falecimento de um elemento da família requer o reconhecimento da existência do problema e um desejo de ajuda.,
Z24,1,Problema de relacionamento com amigos,Problema de relacionamento com amigos,Z63.9,Z63,,,familiares Z20,,O diagnóstico de problemas relacionais entre amigos requer o reconhecimento da existência do problema e um desejo de ajuda,
Z25,1,Ato ou acontecimento violento,Ato ou acontecimento violento,"T74.1, T74.2, T74.8, T74.9, Z65.4, Z65.5",T74,,"abuso físico de criança ou parceiro, violação, assédio sexual",problemas físicos têm entradas específicas noutros capítulos; problemas psicológicos ver Capítulo P,,O diagnóstico de problemas sociais decorrentes de ataques ou outro acontecimento violento requer o reconhecimento da existência do problema e um desejo de ajuda.,
Z27,1,Medo de problema social,Medo de problema social,Z71.1,Z71.1,paciente preocupado com problemas de ordem social sem os ter ou enquanto o problema não está confirmado,preocupação com o fato de vir a ter problemas sociais,"se o paciente tem o problema, codifique-o",,,
Z28,1,Limitação funcional/incapacidade,Limitação funcional/incapacidade,"Z73.4, Z73.6",Z73.4,"limitação funcional/ incapacidade causada por problemas sociais, incluindo isolamento/ viver sozinho/ solidão","isolamento social, viver sozinho",,,Os quadros COOP/WONCA permitem codificar o estado funcional do paciente (ver Capítulo 8).,
Z29,1,Problema social NE,Problema social NE,"Z58.0, Z58.1, Z58.2, Z58.3, Z58.4, Z58.5, Z58.8, Z58.9, Z63.2, Z63.3, Z63.7, Z63.8, Z63.9, Z64.1, Z65.8, Z65.9, Z72.6, Z72.8, Z72.9, Z73.5, Z73.8, Z73.9, Z76.5",Z65,,"problemas com o ambiente no qual se está inserido, simulação de doença, poluição",,,,
-30,2,Exame médico/avaliação de saúde - completo,Exame médico/avaliação de saúde - completo,,,,,,,,
-31,2,Exame médico/avaliação de  saúde - parcial,Exame médico/avaliação de  saúde - parcial,,,,,,,,
-32,2,Teste de sensibilidade,Teste de sensibilidade,,,,,,,,
-33,2,Exame microbiológico/imunológico,Exame microbiológico/imunológico,,,,,,,,
-34,2,Análise de sangue,Análise de sangue,,,,,,,,
-35,2,Análise de urina,Análise de urina,,,,,,,,
-36,2,Análise de fezes,Análise de fezes,,,,,,,,
-37,2,Citologia esfoliativa/histologia,Citologia esfoliativa/histologia,,,,,,,,
-38,2,Outras análises laboratoriais NE,Outras análises laboratoriais NE,,,,,,,,
-39,2,Teste de função física,Teste de função física,,,,,,,,
-40,2,Endoscopia diagnóstica,Endoscopia diagnóstica,,,,,,,,
-41,2,Radiologia diagnóstica,Radiologia diagnóstica,,,,,,,,
